"","edad","genero","estado","feliz"
"3262",20,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"3263",54,"MASCULINO","TAMAULIPAS","NO FELIZ"
"3264",65,"MASCULINO","TAMAULIPAS","NO FELIZ"
"3265",27,"MASCULINO","COAHUILA","FELIZ"
"3266",56,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3267",45,"MASCULINO","TAMAULIPAS","FELIZ"
"3268",51,"MASCULINO","DURANGO","NO FELIZ"
"3269",31,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3270",50,"FEMENINO","CHIHUAHUA","FELIZ"
"3271",58,"MASCULINO","SONORA","NO FELIZ"
"3272",38,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3273",22,"FEMENINO","NUEVO LEÓN","FELIZ"
"3274",41,"FEMENINO","COAHUILA","NO FELIZ"
"3275",24,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3276",38,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3277",35,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3278",38,"FEMENINO","SONORA","FELIZ"
"3279",39,"FEMENINO","SONORA","FELIZ"
"3280",54,"MASCULINO","CHIHUAHUA","FELIZ"
"3281",60,"FEMENINO","COAHUILA","FELIZ"
"3282",44,"FEMENINO","SONORA","FELIZ"
"3283",36,"MASCULINO","TAMAULIPAS","FELIZ"
"3284",48,"MASCULINO","SONORA","FELIZ"
"3285",29,"FEMENINO","COAHUILA","FELIZ"
"3286",40,"FEMENINO","SONORA","FELIZ"
"3287",60,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3288",47,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"3289",25,"FEMENINO","NUEVO LEÓN","FELIZ"
"3290",54,"FEMENINO","CHIHUAHUA","FELIZ"
"3291",59,"MASCULINO","CHIHUAHUA","FELIZ"
"3292",29,"MASCULINO","COAHUILA","NO FELIZ"
"3293",56,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3294",38,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3295",50,"MASCULINO","SONORA","FELIZ"
"3296",54,"FEMENINO","COAHUILA","NO FELIZ"
"3297",39,"MASCULINO","SONORA","NO FELIZ"
"3298",60,"FEMENINO","DURANGO","FELIZ"
"3299",60,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3300",65,"MASCULINO","CHIHUAHUA","FELIZ"
"3301",30,"FEMENINO","COAHUILA","FELIZ"
"3302",51,"FEMENINO","SONORA","FELIZ"
"3303",29,"MASCULINO","DURANGO","FELIZ"
"3304",37,"MASCULINO","CHIHUAHUA","FELIZ"
"3305",32,"FEMENINO","TAMAULIPAS","FELIZ"
"3306",49,"MASCULINO","SONORA","FELIZ"
"3307",27,"FEMENINO","DURANGO","FELIZ"
"3308",19,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3309",56,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3310",38,"MASCULINO","COAHUILA","FELIZ"
"3311",28,"MASCULINO","TAMAULIPAS","NO FELIZ"
"3312",22,"MASCULINO","COAHUILA","FELIZ"
"3313",18,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3314",19,"FEMENINO","CHIHUAHUA","FELIZ"
"3315",53,"MASCULINO","NUEVO LEÓN","FELIZ"
"3316",51,"MASCULINO","DURANGO","NO FELIZ"
"3317",41,"MASCULINO","DURANGO","FELIZ"
"3318",62,"FEMENINO","DURANGO","NO FELIZ"
"3319",21,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3320",31,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3321",53,"FEMENINO","DURANGO","FELIZ"
"3322",42,"FEMENINO","CHIHUAHUA","FELIZ"
"3323",52,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3324",48,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3325",44,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3326",51,"MASCULINO","DURANGO","NO FELIZ"
"3327",23,"MASCULINO","CHIHUAHUA","FELIZ"
"3328",55,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3329",45,"MASCULINO","NUEVO LEÓN","FELIZ"
"3330",36,"MASCULINO","DURANGO","NO FELIZ"
"3331",45,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3332",45,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3333",24,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3334",47,"MASCULINO","SONORA","NO FELIZ"
"3335",28,"MASCULINO","DURANGO","FELIZ"
"3336",63,"MASCULINO","COAHUILA","NO FELIZ"
"3337",46,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3338",57,"FEMENINO","CHIHUAHUA","FELIZ"
"3339",59,"MASCULINO","SONORA","FELIZ"
"3340",36,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3341",45,"MASCULINO","SONORA","FELIZ"
"3342",50,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3343",57,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3344",23,"MASCULINO","NUEVO LEÓN","FELIZ"
"3345",56,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3346",65,"MASCULINO","COAHUILA","FELIZ"
"3347",27,"FEMENINO","TAMAULIPAS","FELIZ"
"3348",54,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3349",50,"MASCULINO","NUEVO LEÓN","FELIZ"
"3350",29,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3351",44,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3352",56,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3353",42,"MASCULINO","SONORA","FELIZ"
"3354",46,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3355",25,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3356",20,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3357",56,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3358",24,"MASCULINO","SONORA","NO FELIZ"
"3359",43,"MASCULINO","NUEVO LEÓN","FELIZ"
"3360",21,"FEMENINO","NUEVO LEÓN","FELIZ"
"3361",31,"MASCULINO","CHIHUAHUA","FELIZ"
"3362",51,"MASCULINO","NUEVO LEÓN","FELIZ"
"3363",36,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3364",30,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3365",56,"MASCULINO","COAHUILA","NO FELIZ"
"3366",28,"FEMENINO","CHIHUAHUA","FELIZ"
"3367",61,"FEMENINO","SONORA","NO FELIZ"
"3368",50,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"3369",34,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3370",46,"FEMENINO","DURANGO","NO FELIZ"
"3371",45,"MASCULINO","DURANGO","NO FELIZ"
"3372",36,"FEMENINO","DURANGO","FELIZ"
"3373",58,"FEMENINO","COAHUILA","NO FELIZ"
"3374",63,"FEMENINO","DURANGO","FELIZ"
"3375",30,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3376",24,"MASCULINO","COAHUILA","NO FELIZ"
"3377",51,"MASCULINO","COAHUILA","NO FELIZ"
"3378",42,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3379",55,"FEMENINO","COAHUILA","FELIZ"
"3380",63,"MASCULINO","SONORA","FELIZ"
"3381",43,"FEMENINO","DURANGO","NO FELIZ"
"3382",62,"FEMENINO","DURANGO","FELIZ"
"3383",42,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3384",56,"MASCULINO","COAHUILA","FELIZ"
"3385",47,"MASCULINO","NUEVO LEÓN","FELIZ"
"3386",33,"MASCULINO","COAHUILA","FELIZ"
"3387",60,"MASCULINO","COAHUILA","FELIZ"
"3388",35,"FEMENINO","CHIHUAHUA","FELIZ"
"3389",56,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3390",57,"MASCULINO","TAMAULIPAS","FELIZ"
"3391",30,"FEMENINO","COAHUILA","NO FELIZ"
"3392",28,"MASCULINO","SONORA","FELIZ"
"3393",29,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3394",63,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3395",44,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3396",45,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3397",40,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3398",31,"MASCULINO","NUEVO LEÓN","FELIZ"
"3399",29,"MASCULINO","TAMAULIPAS","NO FELIZ"
"3400",59,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3401",45,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"3402",42,"MASCULINO","SONORA","FELIZ"
"3403",61,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3404",30,"FEMENINO","TAMAULIPAS","FELIZ"
"3405",62,"FEMENINO","COAHUILA","FELIZ"
"3406",25,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3407",31,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3408",23,"MASCULINO","SONORA","FELIZ"
"3409",36,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"3410",45,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3411",35,"FEMENINO","COAHUILA","NO FELIZ"
"3412",47,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3413",48,"MASCULINO","SONORA","FELIZ"
"3414",46,"MASCULINO","CHIHUAHUA","FELIZ"
"3415",32,"MASCULINO","CHIHUAHUA","FELIZ"
"3416",39,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3417",47,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3418",62,"FEMENINO","SONORA","NO FELIZ"
"3419",56,"FEMENINO","COAHUILA","FELIZ"
"3420",22,"MASCULINO","TAMAULIPAS","NO FELIZ"
"3421",46,"FEMENINO","COAHUILA","NO FELIZ"
"3422",22,"MASCULINO","COAHUILA","FELIZ"
"3423",19,"FEMENINO","DURANGO","FELIZ"
"3424",45,"FEMENINO","CHIHUAHUA","FELIZ"
"3425",21,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3426",21,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"3427",41,"MASCULINO","SONORA","NO FELIZ"
"3428",63,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3429",52,"FEMENINO","CHIHUAHUA","FELIZ"
"3430",26,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3431",58,"MASCULINO","COAHUILA","FELIZ"
"3432",47,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3433",59,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3434",62,"MASCULINO","COAHUILA","NO FELIZ"
"3435",34,"MASCULINO","DURANGO","NO FELIZ"
"3436",35,"FEMENINO","COAHUILA","NO FELIZ"
"3437",28,"MASCULINO","CHIHUAHUA","FELIZ"
"3438",44,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3439",52,"FEMENINO","DURANGO","NO FELIZ"
"3440",30,"FEMENINO","NUEVO LEÓN","FELIZ"
"3441",45,"FEMENINO","DURANGO","NO FELIZ"
"3442",39,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3443",22,"FEMENINO","NUEVO LEÓN","FELIZ"
"3444",39,"FEMENINO","DURANGO","NO FELIZ"
"3445",33,"FEMENINO","SONORA","NO FELIZ"
"3446",39,"MASCULINO","COAHUILA","NO FELIZ"
"3447",55,"FEMENINO","NUEVO LEÓN","FELIZ"
"3448",30,"FEMENINO","SONORA","FELIZ"
"3449",43,"MASCULINO","NUEVO LEÓN","FELIZ"
"3450",62,"MASCULINO","NUEVO LEÓN","FELIZ"
"3451",55,"FEMENINO","CHIHUAHUA","FELIZ"
"3452",48,"MASCULINO","DURANGO","NO FELIZ"
"3453",47,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3454",32,"MASCULINO","DURANGO","FELIZ"
"3455",33,"FEMENINO","TAMAULIPAS","FELIZ"
"3456",40,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3457",26,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3458",35,"FEMENINO","SONORA","NO FELIZ"
"3459",38,"MASCULINO","CHIHUAHUA","FELIZ"
"3460",61,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3461",44,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3462",19,"FEMENINO","SONORA","NO FELIZ"
"3463",18,"MASCULINO","COAHUILA","FELIZ"
"3464",61,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3465",53,"MASCULINO","NUEVO LEÓN","FELIZ"
"3466",19,"MASCULINO","SONORA","NO FELIZ"
"3467",54,"FEMENINO","DURANGO","FELIZ"
"3468",51,"FEMENINO","SONORA","FELIZ"
"3469",60,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3470",23,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3471",57,"FEMENINO","DURANGO","FELIZ"
"3472",25,"FEMENINO","TAMAULIPAS","FELIZ"
"3473",65,"MASCULINO","SONORA","FELIZ"
"3474",19,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3475",46,"FEMENINO","CHIHUAHUA","FELIZ"
"3476",20,"MASCULINO","TAMAULIPAS","FELIZ"
"3477",35,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3478",36,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"3479",45,"MASCULINO","TAMAULIPAS","FELIZ"
"3480",50,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3481",23,"MASCULINO","COAHUILA","FELIZ"
"3482",33,"MASCULINO","DURANGO","FELIZ"
"3483",34,"FEMENINO","DURANGO","FELIZ"
"3484",42,"MASCULINO","TAMAULIPAS","NO FELIZ"
"3485",63,"MASCULINO","DURANGO","FELIZ"
"3486",60,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"3487",30,"MASCULINO","DURANGO","FELIZ"
"3488",33,"MASCULINO","DURANGO","NO FELIZ"
"3489",47,"FEMENINO","DURANGO","NO FELIZ"
"3490",28,"MASCULINO","DURANGO","FELIZ"
"3491",29,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3492",30,"FEMENINO","COAHUILA","FELIZ"
"3493",53,"FEMENINO","DURANGO","FELIZ"
"3494",27,"FEMENINO","NUEVO LEÓN","FELIZ"
"3495",38,"FEMENINO","DURANGO","NO FELIZ"
"3496",46,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3497",52,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3498",53,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3499",22,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3500",63,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3501",64,"MASCULINO","DURANGO","FELIZ"
"3502",35,"FEMENINO","SONORA","NO FELIZ"
"3503",33,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3504",32,"FEMENINO","COAHUILA","NO FELIZ"
"3505",35,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3506",27,"FEMENINO","DURANGO","FELIZ"
"3507",39,"FEMENINO","TAMAULIPAS","FELIZ"
"3508",62,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3509",31,"FEMENINO","DURANGO","FELIZ"
"3510",63,"FEMENINO","COAHUILA","NO FELIZ"
"3511",48,"FEMENINO","COAHUILA","NO FELIZ"
"3512",24,"FEMENINO","CHIHUAHUA","FELIZ"
"3513",56,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3514",25,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3515",24,"MASCULINO","TAMAULIPAS","FELIZ"
"3516",26,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3517",56,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3518",33,"MASCULINO","COAHUILA","NO FELIZ"
"3519",46,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3520",20,"FEMENINO","DURANGO","NO FELIZ"
"3521",63,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3522",37,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3523",40,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3524",42,"FEMENINO","COAHUILA","NO FELIZ"
"3525",54,"MASCULINO","COAHUILA","FELIZ"
"3526",43,"FEMENINO","DURANGO","NO FELIZ"
"3527",30,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3528",65,"FEMENINO","DURANGO","FELIZ"
"3529",46,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3530",30,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3531",53,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"3532",26,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3533",26,"MASCULINO","SONORA","NO FELIZ"
"3534",35,"MASCULINO","COAHUILA","NO FELIZ"
"3535",34,"MASCULINO","CHIHUAHUA","FELIZ"
"3536",37,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3537",49,"FEMENINO","TAMAULIPAS","FELIZ"
"3538",45,"FEMENINO","SONORA","NO FELIZ"
"3539",22,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3540",51,"MASCULINO","SONORA","FELIZ"
"3541",58,"MASCULINO","DURANGO","NO FELIZ"
"3542",64,"MASCULINO","DURANGO","NO FELIZ"
"3543",18,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3544",60,"FEMENINO","DURANGO","FELIZ"
"3545",40,"FEMENINO","DURANGO","FELIZ"
"3546",33,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3547",40,"MASCULINO","TAMAULIPAS","FELIZ"
"3548",40,"FEMENINO","NUEVO LEÓN","FELIZ"
"3549",39,"FEMENINO","TAMAULIPAS","FELIZ"
"3550",20,"MASCULINO","DURANGO","FELIZ"
"3551",55,"FEMENINO","COAHUILA","FELIZ"
"3552",41,"MASCULINO","NUEVO LEÓN","FELIZ"
"3553",47,"MASCULINO","TAMAULIPAS","NO FELIZ"
"3554",52,"MASCULINO","DURANGO","NO FELIZ"
"3555",57,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3556",25,"FEMENINO","DURANGO","FELIZ"
"3557",29,"MASCULINO","DURANGO","NO FELIZ"
"3558",33,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3559",33,"FEMENINO","SONORA","FELIZ"
"3560",57,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3561",29,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3562",47,"FEMENINO","NUEVO LEÓN","FELIZ"
"3563",49,"FEMENINO","CHIHUAHUA","FELIZ"
"3564",24,"FEMENINO","COAHUILA","FELIZ"
"3565",34,"FEMENINO","COAHUILA","NO FELIZ"
"3566",26,"MASCULINO","NUEVO LEÓN","FELIZ"
"3567",60,"MASCULINO","DURANGO","FELIZ"
"3568",40,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3569",43,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3570",24,"MASCULINO","TAMAULIPAS","FELIZ"
"3571",49,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3572",43,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3573",53,"FEMENINO","SONORA","NO FELIZ"
"3574",43,"MASCULINO","SONORA","FELIZ"
"3575",30,"MASCULINO","SONORA","NO FELIZ"
"3576",24,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3577",54,"FEMENINO","COAHUILA","FELIZ"
"3578",61,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3579",60,"MASCULINO","COAHUILA","FELIZ"
"3580",23,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3581",50,"FEMENINO","DURANGO","FELIZ"
"3582",35,"FEMENINO","COAHUILA","FELIZ"
"3583",45,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3584",21,"MASCULINO","DURANGO","NO FELIZ"
"3585",26,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3586",55,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3587",38,"FEMENINO","COAHUILA","FELIZ"
"3588",51,"MASCULINO","CHIHUAHUA","FELIZ"
"3589",48,"FEMENINO","COAHUILA","FELIZ"
"3590",30,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3591",60,"FEMENINO","TAMAULIPAS","FELIZ"
"3592",34,"MASCULINO","BAJA CALIFORNIA SUR","FELIZ"
"3593",37,"FEMENINO","NUEVO LEÓN","FELIZ"
"3594",21,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3595",46,"FEMENINO","COAHUILA","NO FELIZ"
"3596",59,"FEMENINO","SONORA","FELIZ"
"3597",38,"FEMENINO","CHIHUAHUA","FELIZ"
"3598",49,"MASCULINO","NUEVO LEÓN","FELIZ"
"3599",53,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3600",55,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3601",24,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3602",60,"MASCULINO","SONORA","NO FELIZ"
"3603",46,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3604",45,"MASCULINO","CHIHUAHUA","FELIZ"
"3605",48,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3606",33,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3607",41,"FEMENINO","CHIHUAHUA","FELIZ"
"3608",46,"MASCULINO","CHIHUAHUA","FELIZ"
"3609",49,"MASCULINO","CHIHUAHUA","FELIZ"
"3610",20,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3611",25,"MASCULINO","TAMAULIPAS","FELIZ"
"3612",19,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3613",36,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3614",26,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3615",52,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3616",34,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"3617",35,"MASCULINO","TAMAULIPAS","FELIZ"
"3618",28,"MASCULINO","COAHUILA","NO FELIZ"
"3619",21,"MASCULINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3620",51,"MASCULINO","COAHUILA","NO FELIZ"
"3621",65,"FEMENINO","DURANGO","NO FELIZ"
"3622",64,"FEMENINO","TAMAULIPAS","FELIZ"
"3623",51,"MASCULINO","DURANGO","FELIZ"
"3624",42,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3625",27,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3626",57,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3627",28,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3628",19,"FEMENINO","COAHUILA","NO FELIZ"
"3629",57,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3630",32,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3631",64,"FEMENINO","SONORA","FELIZ"
"3632",38,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3633",44,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3634",32,"FEMENINO","COAHUILA","FELIZ"
"3635",45,"FEMENINO","CHIHUAHUA","FELIZ"
"3636",24,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3637",47,"FEMENINO","DURANGO","FELIZ"
"3638",40,"MASCULINO","CHIHUAHUA","FELIZ"
"3639",20,"FEMENINO","SONORA","FELIZ"
"3640",18,"FEMENINO","DURANGO","NO FELIZ"
"3641",25,"FEMENINO","BAJA CALIFORNIA SUR","NO FELIZ"
"3642",35,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3643",27,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3644",32,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3645",32,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3646",34,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"3647",26,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3648",60,"FEMENINO","CHIHUAHUA","FELIZ"
"3649",44,"FEMENINO","TAMAULIPAS","NO FELIZ"
"3650",57,"FEMENINO","COAHUILA","NO FELIZ"
"3651",61,"MASCULINO","NUEVO LEÓN","FELIZ"
"3652",35,"MASCULINO","CHIHUAHUA","FELIZ"
"3653",38,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3654",58,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3655",58,"FEMENINO","DURANGO","FELIZ"
"3656",32,"FEMENINO","COAHUILA","FELIZ"
"3657",53,"MASCULINO","SONORA","NO FELIZ"
"3658",21,"FEMENINO","DURANGO","FELIZ"
"3659",20,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3660",20,"FEMENINO","NUEVO LEÓN","FELIZ"
"3661",47,"FEMENINO","NUEVO LEÓN","FELIZ"
"3662",32,"MASCULINO","NUEVO LEÓN","FELIZ"
"3663",48,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3664",18,"FEMENINO","BAJA CALIFORNIA SUR","FELIZ"
"3665",40,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3666",23,"MASCULINO","CHIHUAHUA","NO FELIZ"
"3667",60,"MASCULINO","BAJA CALIFORNIA","FELIZ"
"3668",62,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3669",42,"MASCULINO","BAJA CALIFORNIA","NO FELIZ"
"3670",64,"MASCULINO","COAHUILA","FELIZ"
"3671",19,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3672",51,"MASCULINO","SONORA","FELIZ"
"3673",37,"FEMENINO","DURANGO","NO FELIZ"
"3674",61,"FEMENINO","TAMAULIPAS","FELIZ"
"3675",19,"FEMENINO","BAJA CALIFORNIA","FELIZ"
"3676",40,"MASCULINO","NUEVO LEÓN","FELIZ"
"3677",36,"FEMENINO","COAHUILA","NO FELIZ"
"3678",57,"FEMENINO","DURANGO","FELIZ"
"3679",22,"MASCULINO","TAMAULIPAS","FELIZ"
"3680",42,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3681",18,"MASCULINO","TAMAULIPAS","FELIZ"
"3682",32,"FEMENINO","NUEVO LEÓN","NO FELIZ"
"3683",25,"MASCULINO","NUEVO LEÓN","FELIZ"
"3684",54,"MASCULINO","TAMAULIPAS","NO FELIZ"
"3685",42,"FEMENINO","CHIHUAHUA","NO FELIZ"
"3686",28,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3687",36,"FEMENINO","DURANGO","NO FELIZ"
"3688",52,"FEMENINO","COAHUILA","NO FELIZ"
"3689",28,"FEMENINO","CHIHUAHUA","FELIZ"
"3690",58,"FEMENINO","TAMAULIPAS","FELIZ"
"3691",56,"FEMENINO","CHIHUAHUA","FELIZ"
"3692",50,"FEMENINO","COAHUILA","NO FELIZ"
"3693",26,"MASCULINO","SONORA","FELIZ"
"3694",50,"FEMENINO","COAHUILA","NO FELIZ"
"3695",29,"MASCULINO","NUEVO LEÓN","NO FELIZ"
"3696",35,"FEMENINO","SONORA","NO FELIZ"
"3697",21,"MASCULINO","SONORA","FELIZ"
"3698",21,"FEMENINO","DURANGO","FELIZ"
"3699",40,"MASCULINO","NUEVO LEÓN","FELIZ"
"3700",58,"FEMENINO","SONORA","FELIZ"
"3701",59,"MASCULINO","NUEVO LEÓN","FELIZ"
"3702",32,"FEMENINO","COAHUILA","FELIZ"
"3703",59,"FEMENINO","BAJA CALIFORNIA","NO FELIZ"
"3704",36,"FEMENINO","CHIHUAHUA","FELIZ"
"3705",30,"FEMENINO","DURANGO","NO FELIZ"
"3706",25,"MASCULINO","COAHUILA","NO FELIZ"
